user_id,username,email,country,registration_date,age,game_id,title,genre,developer,release_date,price,platform,purchase_date,hours_played,last_played,session_id,session_date,duration_minutes,achievements_unlocked,rating_id,rating,review_text,rating_date
deeafbfb-bdd3-4bab-aa84-7b1e7bdfd8a5,phillipsrichard,kevinperkins@example.com,Canada,2025-07-11,42,caf6d304-f405-4850-853d-ae8f6cd63c5c,Total Bifurcated Projection,RPG,Bright-Francis,2025-03-13,15.73,Xbox,2025-09-20,519,2025-10-09,e4b5d8b7-7090-4290-a831-7e9da0622828,2025-10-09,163,1,2cfc9936-6127-4a3c-86cb-2044059b1aee,2.0,"Hundred now crime. Eye hit late near stay perhaps particularly. Window hour some fund.
Current meeting matter and. Require sound mind chance. Cause use five hotel pattern successful order.",2025-10-09
c30efab0-d033-45ad-a2ea-2bb81c9f79c4,theresacochran,vjohnson@example.com,Mexico,2024-04-27,51,23795c85-6907-4e06-9ad4-34dd34b7600d,Up-Sized Didactic Internet Solution,FPS,"Newton, Moore and Perry",2023-07-02,38.77,PS4,2025-10-07,680,2025-10-12,f959354b-0884-411a-b972-dcc2d6d2c8bf,2025-10-12,199,1,601e6cae-1fe1-4c1d-9809-cd52d1965ad8,4.0,,2025-10-12
eb9d88e4-398c-4b51-8deb-a6e8ec0b10ab,davisryan,ujenkins@example.org,Germany,2021-08-27,51,8d5e7834-f1a7-47e4-bb4b-e4df5a379761,Intuitive Interactive Functionalities,Puzzle,Lee-Greene,2020-02-26,35.99,Xbox,2021-10-15,311,2024-03-22,f9f6a740-8904-42cc-b00e-7622b78d0089,2024-03-22,151,0,1391f94b-42fe-440e-b168-6c9d2ab54858,4.0,Affect finish charge real improve. Turn their save artist catch debate foot production.,2024-03-22
a19257a9-df47-4532-b204-0e9ee5763b66,hthompson,christina87@example.com,Mexico,2024-07-10,56,8d5e7834-f1a7-47e4-bb4b-e4df5a379761,Intuitive Interactive Functionalities,Puzzle,Lee-Greene,2020-02-26,35.99,Xbox,2025-09-18,218,2025-10-26,d4030851-f646-4cdd-881c-3ec4d3b26d38,2025-10-26,266,0,e087e94f-b314-4e16-adc9-b8f62c31bb90,4.0,"Business quality here woman stand. Fact explain research get.
Section degree still even no. Case past only drug prove. Difficult do beyond form line race case.",2025-10-26
26a2006f-d41f-4b8e-942d-d690c549d234,perezemily,keyemily@example.com,USA,2025-09-20,28,e508db64-1163-4be6-ab06-233a37196900,Reactive Transitional Graphic Interface,Racing,"Miller, Murphy and Craig",2022-04-19,65.01,Multi-platform,2025-09-21,634,2025-10-10,6ba8355d-13bd-4cdd-b468-b08e2455d437,2025-10-10,176,0,edf2a540-0daf-459e-83a7-41d77e97c907,3.0,"View while unit theory. Fear owner up. Expect writer myself management voice surface.
Cover both class learn either. Add front far purpose. Compare task today still middle.",2025-10-10
6b7189d7-d14d-410f-8132-83b57be92b4e,ecosta,ricky51@example.org,Mexico,2023-08-16,59,1219e3bd-6e01-4da8-89e0-1bd2fdcd24a1,Right-Sized Multi-Tasking Frame,Sports,Smith and Sons,2023-07-16,21.82,Multi-platform,2024-09-25,25,2025-07-01,fbc0d969-341f-4e24-be72-a61d96e66a24,2025-07-01,28,0,ca4a00c8-8138-4296-bdf8-d958cdc25d4a,3.0,,2025-07-01
56cb5eb2-fdfb-410b-a801-d36f42d7dd13,edwardreyes,jasminebrown@example.com,Australia,2023-08-20,40,8d5e7834-f1a7-47e4-bb4b-e4df5a379761,Intuitive Interactive Functionalities,Puzzle,Lee-Greene,2020-02-26,35.99,Xbox,2024-08-21,644,2024-10-08,d5352a90-1626-47a2-a37e-8e13d5affba1,2024-10-08,299,0,64009b2b-07ac-4852-ba68-6fa2f010123a,2.0,Fill if maybe time region financial brother. Happen determine whatever long lawyer.,2024-10-08
c89475b7-7a2a-4fb8-83d0-1eda3b8e3e4e,ocarter,jasmine71@example.net,South Korea,2022-10-21,13,23795c85-6907-4e06-9ad4-34dd34b7600d,Up-Sized Didactic Internet Solution,FPS,"Newton, Moore and Perry",2023-07-02,38.77,PS4,2025-07-30,5,2025-08-07,235bbfea-fef0-4162-bc83-725f3ef82b3e,2025-08-07,462,1,0b489fa1-2153-478a-91e1-74cb45671c13,3.0,"Speak law message lead around left southern. How staff second. Authority interest red must art thus worry line.
Conference career political role white hear. Large true help bag who themselves.",2025-08-07
bbafd601-d81b-48cd-84d5-e3960e1b0abf,edwardsmarcus,ahancock@example.net,Mexico,2025-06-07,61,44d0c288-66ca-47c6-9fa9-5a7646be8b5d,Cloned Clear-Thinking Focus Group,Strategy,"Brennan, Wallace and Benson",2025-10-11,36.93,PS4,2025-10-21,712,2025-10-24,26c589a9-1e24-4d87-94a2-4d687f677c78,2025-10-24,270,0,19e7b525-7261-4413-8059-9e1e8c190da8,3.0,"Easy get every visit right. Allow produce past view. Drive attack order.
Public the each analysis keep music senior simply. Mean eye staff rule. Officer significant stand down then worry.",2025-10-24
04382945-5fba-4ccf-99e5-5ddfd31b1686,mdavid,vargasmaria@example.org,Japan,2021-09-07,46,1219e3bd-6e01-4da8-89e0-1bd2fdcd24a1,Right-Sized Multi-Tasking Frame,Sports,Smith and Sons,2023-07-16,21.82,Multi-platform,2025-07-20,475,2025-09-04,83fa7b75-f84c-46bb-81a2-c905e61325ee,2025-09-04,346,0,f2564afa-18ac-4695-89a3-646ebf42f815,2.0,,2025-09-04
04382945-5fba-4ccf-99e5-5ddfd31b1686,mdavid,vargasmaria@example.org,Japan,2021-09-07,46,8d5e7834-f1a7-47e4-bb4b-e4df5a379761,Intuitive Interactive Functionalities,Puzzle,Lee-Greene,2020-02-26,35.99,Xbox,2025-04-18,773,2025-05-31,555e7bec-27a4-4e51-98db-bb95499d8e89,2025-05-31,461,0,,,,
1eafb76d-668b-42dc-a8cd-55c3ff6bbefe,smartinez,holly48@example.net,Mexico,2025-01-07,36,002d804a-9e89-4ec9-bc95-3bd8a4949485,Open-Architected Intangible Superstructure,FPS,Brennan-Johnson,2017-06-08,4.72,PC,2025-05-03,162,2025-10-16,4ff33672-daa4-40b4-abe0-6810e5015af6,2025-10-16,385,2,f48a62b4-c53e-4629-8959-48184ab319d4,5.0,"Trip none whose newspaper care drug data. Two suggest begin right.
Environmental purpose owner. Could seven right next.",2025-10-16
e2b78ecb-f5ca-4718-9398-da5e32ce106e,stephanie79,jrivas@example.com,Brazil,2022-03-04,60,1eb7106a-e70b-49d4-a793-45fa72a3ed6b,Profit-Focused Real-Time Internet Solution,Puzzle,Burgess-Thompson,2017-07-04,62.96,Switch,2024-12-05,796,2025-04-23,f29fb28b-cbd9-481a-a5ab-835c999935b3,2025-04-23,271,0,143fbba8-2847-4a37-ab00-93f0c20c942a,5.0,,2025-04-23
c5a3d1d9-ede1-49e2-ae59-9c9adbc65bbc,leonardjoe,davidashley@example.net,Australia,2021-02-26,25,1eb7106a-e70b-49d4-a793-45fa72a3ed6b,Profit-Focused Real-Time Internet Solution,Puzzle,Burgess-Thompson,2017-07-04,62.96,Switch,2023-10-12,343,2024-05-02,4ca3e2e7-969c-4191-9c35-fc140a70c2e0,2024-05-02,168,2,f51c2102-3578-413c-b54e-06d3b15a76c2,5.0,,2024-05-02
be800250-3d79-445a-bf59-e796d8fdbc69,josephwright,julie69@example.com,South Korea,2023-11-24,25,e508db64-1163-4be6-ab06-233a37196900,Reactive Transitional Graphic Interface,Racing,"Miller, Murphy and Craig",2022-04-19,65.01,Multi-platform,2024-08-29,392,2025-10-01,9f0e1523-1e9e-49f4-a1b5-c6635c9a6d58,2025-10-01,360,0,,,,
22559a9c-6bae-43d4-a0dd-dbf88d61a82b,ybaker,smitchell@example.net,Mexico,2025-07-18,48,44d0c288-66ca-47c6-9fa9-5a7646be8b5d,Cloned Clear-Thinking Focus Group,Strategy,"Brennan, Wallace and Benson",2025-10-11,36.93,PS4,2025-10-23,63,2025-10-25,2ba24f93-ffee-4543-ba88-810740e603b4,2025-10-25,110,1,f2115554-6d1a-4536-8e6d-90ea2cd72df1,3.0,"Seven floor data fine animal ten scientist. End various often.
Charge form here street material. Either start whom politics make collection. College result major true my politics.",2025-10-25
f677c7e5-3833-476a-a976-777a1963dd76,snguyen,angela36@example.net,USA,2024-01-16,64,8d5e7834-f1a7-47e4-bb4b-e4df5a379761,Intuitive Interactive Functionalities,Puzzle,Lee-Greene,2020-02-26,35.99,Xbox,2025-05-25,589,2025-10-01,a0ad0c77-5516-41f1-87b2-581126a0c395,2025-10-01,199,0,0901d513-71f0-44bf-864b-17d0eded11ac,1.0,Process administration mother in admit reveal movie. Admit spend purpose south travel. Truth modern drive people. Spring environment however health image.,2025-10-01
64ede52d-4050-4331-97ba-69c0cee9e9fa,sheila14,beverlyterrell@example.org,UK,2021-09-27,53,1eb7106a-e70b-49d4-a793-45fa72a3ed6b,Profit-Focused Real-Time Internet Solution,Puzzle,Burgess-Thompson,2017-07-04,62.96,Switch,2024-06-24,429,2025-03-08,05108c43-ee82-4a12-9410-a57b2843e49b,2025-03-08,280,1,0cb300cb-9cd8-4dc0-b526-8f416e9dfcf4,5.0,"Thus try discover top. Little another avoid understand tonight nor allow. Administration debate certain star start up.
Nor note support quality. Forward sense cause write right may window.",2025-03-08
777f4425-a5a1-490f-b258-9807b840f2d3,kcaldwell,stevenscott@example.com,Mexico,2022-03-31,37,8d5e7834-f1a7-47e4-bb4b-e4df5a379761,Intuitive Interactive Functionalities,Puzzle,Lee-Greene,2020-02-26,35.99,Xbox,2024-10-11,497,2025-03-14,a2d26f41-b874-4d8f-ab5c-4adbd9cce54f,2025-03-14,19,0,85bd27af-59bb-4638-9b3e-001057f348f8,4.0,,2025-03-14
70689de1-bede-46a5-ae63-e4df08b8ec6f,moralescharles,hernandezlisa@example.com,South Korea,2021-07-17,51,23795c85-6907-4e06-9ad4-34dd34b7600d,Up-Sized Didactic Internet Solution,FPS,"Newton, Moore and Perry",2023-07-02,38.77,PS4,2024-11-20,637,2024-12-01,217f6716-a0a8-4220-9c30-857bfc92bccc,2024-12-01,278,0,11d418e0-7df8-42d0-8bb5-bb919d0cfd08,5.0,"Make green wait it quickly produce beat. Far east available environmental here six child hope.
Before wall know seven. Car cost large never. Billion bed never others six tell.",2024-12-01
63f5613e-88e1-4c3f-b290-39869d2f7009,christinaturner,torresjason@example.net,Germany,2023-07-24,38,8d5e7834-f1a7-47e4-bb4b-e4df5a379761,Intuitive Interactive Functionalities,Puzzle,Lee-Greene,2020-02-26,35.99,Xbox,2024-08-04,138,2025-10-22,a968e512-f69a-40cc-ac22-83c5ba6a851f,2025-10-22,448,0,1a309341-dd32-4788-828a-04ade5ec30a7,1.0,Rate college especially environmental. As itself inside machine. Guess want result many.,2025-10-22
